"Vel:0","Vel:1","Vel:2","Press","T",":0",":1",":2"
-0.00044156,3.4627e-05,0,-0.043134,273.75,0.0081,0.0012,0
-0.0004406,2.9182e-05,0,-0.043112,273.75,0.0082,0.0012,0
-0.00043885,1.9948e-05,0,-0.043087,273.75,0.0083,0.0012,0
-0.00043595,5.9363e-06,0,-0.043061,273.75,0.0084,0.0012,0
-0.00043147,-1.3871e-05,0,-0.043032,273.75,0.0085,0.0012,0
-0.0004249,-4.0436e-05,0,-0.043001,273.75,0.0086,0.0012,0
-0.00041565,-7.4556e-05,0,-0.042967,273.75,0.0087,0.0012,0
-0.00040309,-0.00011671,0,-0.042931,273.75,0.0088,0.0012,0
-0.00038656,-0.00016687,0,-0.042893,273.74,0.0089,0.0012,0
-0.00036541,-0.00022428,0,-0.042856,273.72,0.009,0.0012,0
-0.0003391,-0.0002872,0,-0.04282,273.7,0.0091,0.0012,0
-0.0003073,-0.0003526,0,-0.042787,273.68,0.0092,0.0012,0
-0.00026996,-0.00041591,0,-0.042759,273.64,0.0093,0.0012,0
-0.00022753,-0.0004707,0,-0.042737,273.59,0.0094,0.0012,0
-0.00018111,-0.00050852,0,-0.042721,273.54,0.0095,0.0012,0
-0.00013267,-0.00051873,0,-0.04271,273.47,0.0096,0.0012,0
-8.5235e-05,-0.00048853,0,-0.042705,273.4,0.0097,0.0012,0
-4.3162e-05,-0.00040323,0,-0.042708,273.32,0.0098,0.0012,0
-1.2257e-05,-0.00024634,0,-0.04274,273.23,0.0099,0.0012,0
0,0,0,-0.042829,273.15,0.01,0.0012,0
0,0,0,-0.043508,275.15,0,0.0013,0
-5.5201e-06,0.00039977,0,-0.043625,274.92,0.0001,0.0013,0
-2.2005e-05,0.00061724,0,-0.043764,274.69,0.0002,0.0013,0
-4.8303e-05,0.00070037,0,-0.043857,274.48,0.0003,0.0013,0
-8.208e-05,0.00069205,0,-0.043891,274.3,0.0004,0.0013,0
-0.0001207,0.00062818,0,-0.043884,274.16,0.0005,0.0013,0
-0.00016124,0.00053642,0,-0.043858,274.06,0.0006,0.0013,0
-0.00020124,0.00043609,0,-0.043826,274,0.0007,0.0013,0
-0.00023881,0.00033925,0,-0.043795,273.96,0.0008,0.0013,0
-0.00027271,0.00025242,0,-0.043768,273.94,0.0009,0.0013,0
-0.0003023,0.00017833,0,-0.043745,273.93,0.001,0.0013,0
-0.00032739,0.00011737,0,-0.043725,273.92,0.0011,0.0013,0
-0.00034813,6.8646e-05,0,-0.043706,273.92,0.0012,0.0013,0
-0.00036484,3.0673e-05,0,-0.043688,273.93,0.0013,0.0013,0
-0.00037798,1.7878e-06,0,-0.04367,273.93,0.0014,0.0013,0
-0.000388,-1.9624e-05,0,-0.043652,273.93,0.0015,0.0013,0
-0.00039539,-3.5016e-05,0,-0.043634,273.93,0.0016,0.0013,0
-0.00040059,-4.5638e-05,0,-0.043616,273.93,0.0017,0.0013,0
-0.00040399,-5.253e-05,0,-0.043597,273.92,0.0018,0.0013,0
-0.00040596,-5.6541e-05,0,-0.043579,273.92,0.0019,0.0013,0
-0.00040682,-5.8348e-05,0,-0.04356,273.92,0.002,0.0013,0
-0.00040682,-5.8482e-05,0,-0.043541,273.91,0.0021,0.0013,0
-0.00040622,-5.736e-05,0,-0.043523,273.91,0.0022,0.0013,0
-0.0004052,-5.5302e-05,0,-0.043505,273.91,0.0023,0.0013,0
-0.00040395,-5.2554e-05,0,-0.043487,273.9,0.0024,0.0013,0
-0.0004026,-4.9301e-05,0,-0.04347,273.9,0.0025,0.0013,0
-0.00040128,-4.5686e-05,0,-0.043453,273.89,0.0026,0.0013,0
-0.00040009,-4.1815e-05,0,-0.043436,273.89,0.0027,0.0013,0
-0.00039911,-3.7772e-05,0,-0.04342,273.88,0.0028,0.0013,0
-0.00039841,-3.3619e-05,0,-0.043405,273.88,0.0029,0.0013,0
-0.00039804,-2.9406e-05,0,-0.043389,273.87,0.003,0.0013,0
-0.00039804,-2.5178e-05,0,-0.043375,273.87,0.0031,0.0013,0
-0.00039844,-2.0972e-05,0,-0.04336,273.87,0.0032,0.0013,0
-0.00039924,-1.6827e-05,0,-0.043346,273.86,0.0033,0.0013,0
-0.00040045,-1.2784e-05,0,-0.043332,273.86,0.0034,0.0013,0
-0.00040208,-8.888e-06,0,-0.043319,273.85,0.0035,0.0013,0
-0.00040411,-5.1863e-06,0,-0.043305,273.85,0.0036,0.0013,0
-0.00040652,-1.7317e-06,0,-0.043292,273.84,0.0037,0.0013,0
-0.00040927,1.4216e-06,0,-0.043278,273.84,0.0038,0.0013,0
-0.00041233,4.2194e-06,0,-0.043264,273.84,0.0039,0.0013,0
-0.00041566,6.6115e-06,0,-0.04325,273.83,0.004,0.0013,0
-0.0004192,8.5545e-06,0,-0.043235,273.83,0.0041,0.0013,0
-0.00042289,1.0016e-05,0,-0.04322,273.83,0.0042,0.0013,0
-0.00042667,1.0978e-05,0,-0.043204,273.82,0.0043,0.0013,0
-0.00043048,1.1439e-05,0,-0.043188,273.82,0.0044,0.0013,0
-0.00043425,1.1416e-05,0,-0.04317,273.82,0.0045,0.0013,0
-0.00043791,1.0944e-05,0,-0.043152,273.82,0.0046,0.0013,0
-0.0004414,1.0077e-05,0,-0.043133,273.81,0.0047,0.0013,0
-0.00044465,8.8854e-06,0,-0.043113,273.81,0.0048,0.0013,0
-0.00044763,7.45e-06,0,-0.043092,273.81,0.0049,0.0013,0
-0.00045027,5.8622e-06,0,-0.043071,273.81,0.005,0.0013,0
-0.00045255,4.2167e-06,0,-0.04305,273.8,0.0051,0.0013,0
-0.00045444,2.6074e-06,0,-0.043028,273.8,0.0052,0.0013,0
-0.00045591,1.1224e-06,0,-0.043007,273.8,0.0053,0.0013,0
-0.00045697,-1.5995e-07,0,-0.042985,273.8,0.0054,0.0013,0
-0.00045761,-1.1748e-06,0,-0.042964,273.8,0.0055,0.0013,0
-0.00045784,-1.8733e-06,0,-0.042943,273.8,0.0056,0.0013,0
-0.00045768,-2.224e-06,0,-0.042923,273.8,0.0057,0.0013,0
-0.00045715,-2.2135e-06,0,-0.042903,273.8,0.0058,0.0013,0
-0.00045629,-1.845e-06,0,-0.042885,273.8,0.0059,0.0013,0
-0.00045514,-1.1372e-06,0,-0.042867,273.8,0.006,0.0013,0
-0.00045374,-1.2093e-07,0,-0.042849,273.8,0.0061,0.0013,0
-0.00045213,1.164e-06,0,-0.042833,273.8,0.0062,0.0013,0
-0.00045037,2.673e-06,0,-0.042817,273.8,0.0063,0.0013,0
-0.0004485,4.3606e-06,0,-0.042802,273.8,0.0064,0.0013,0
-0.00044658,6.1853e-06,0,-0.042788,273.8,0.0065,0.0013,0
-0.00044465,8.1129e-06,0,-0.042773,273.8,0.0066,0.0013,0
-0.00044274,1.012e-05,0,-0.042759,273.8,0.0067,0.0013,0
-0.0004409,1.2196e-05,0,-0.042745,273.8,0.0068,0.0013,0
-0.00043916,1.4342e-05,0,-0.042731,273.8,0.0069,0.0013,0
-0.00043754,1.6572e-05,0,-0.042717,273.8,0.007,0.0013,0
-0.00043605,1.8906e-05,0,-0.042703,273.79,0.0071,0.0013,0
-0.0004347,2.1363e-05,0,-0.042688,273.79,0.0072,0.0013,0
-0.0004335,2.3951e-05,0,-0.042673,273.79,0.0073,0.0013,0
-0.00043244,2.6653e-05,0,-0.042657,273.79,0.0074,0.0013,0
-0.00043151,2.941e-05,0,-0.042641,273.79,0.0075,0.0013,0
-0.0004307,3.2103e-05,0,-0.042625,273.79,0.0076,0.0013,0
-0.00042995,3.4529e-05,0,-0.042609,273.79,0.0077,0.0013,0
-0.00042923,3.6385e-05,0,-0.042591,273.79,0.0078,0.0013,0
-0.00042847,3.7245e-05,0,-0.042574,273.79,0.0079,0.0013,0
-0.00042755,3.6547e-05,0,-0.042555,273.79,0.008,0.0013,0
-0.00042633,3.3585e-05,0,-0.042536,273.79,0.0081,0.0013,0
-0.00042461,2.7509e-05,0,-0.042515,273.79,0.0082,0.0013,0
-0.00042216,1.7346e-05,0,-0.042493,273.8,0.0083,0.0013,0
-0.00041863,2.0312e-06,0,-0.042469,273.8,0.0084,0.0013,0
-0.00041363,-1.9531e-05,0,-0.042443,273.8,0.0085,0.0013,0
-0.0004067,-4.8381e-05,0,-0.042415,273.8,0.0086,0.0013,0
-0.0003973,-8.5378e-05,0,-0.042385,273.8,0.0087,0.0013,0
-0.00038483,-0.00013104,0,-0.042353,273.8,0.0088,0.0013,0
-0.00036868,-0.00018536,0,-0.042321,273.79,0.0089,0.0013,0
-0.00034824,-0.00024751,0,-0.04229,273.77,0.009,0.0013,0
-0.000323,-0.00031562,0,-0.04226,273.75,0.0091,0.0013,0
-0.00029262,-0.00038643,0,-0.042235,273.72,0.0092,0.0013,0
-0.00025704,-0.00045498,0,-0.042215,273.68,0.0093,0.0013,0
-0.00021667,-0.00051431,0,-0.042199,273.63,0.0094,0.0013,0
-0.00017251,-0.00055523,0,-0.042188,273.57,0.0095,0.0013,0
-0.00012642,-0.00056613,0,-0.04218,273.5,0.0096,0.0013,0
-8.1245e-05,-0.00053307,0,-0.042173,273.42,0.0097,0.0013,0
-4.1158e-05,-0.00043996,0,-0.042168,273.33,0.0098,0.0013,0
-1.1691e-05,-0.00026879,0,-0.04219,273.24,0.0099,0.0013,0
0,0,0,-0.04227,273.15,0.01,0.0013,0
0,0,0,-0.042679,275.15,0,0.0014,0
-4.5419e-06,0.00040989,0,-0.04279,274.92,0.0001,0.0014,0
-1.8443e-05,0.00063728,0,-0.042928,274.7,0.0002,0.0014,0
-4.1113e-05,0.00072884,0,-0.043022,274.5,0.0003,0.0014,0
-7.0758e-05,0.00072661,0,-0.043057,274.32,0.0004,0.0014,0
-0.00010521,0.00066616,0,-0.043049,274.18,0.0005,0.0014,0
-0.00014189,0.00057524,0,-0.043022,274.08,0.0006,0.0014,0
-0.00017856,0.00047362,0,-0.042989,274.01,0.0007,0.0014,0
-0.00021341,0.00037395,0,-0.042957,273.97,0.0008,0.0014,0
-0.00024522,0.00028336,0,-0.04293,273.95,0.0009,0.0014,0
-0.00027331,0.00020508,0,-0.042908,273.94,0.001,0.0014,0
-0.00029741,0.00013989,0,-0.04289,273.94,0.0011,0.0014,0
-0.00031758,8.7154e-05,0,-0.042874,273.94,0.0012,0.0014,0
-0.00033409,4.5525e-05,0,-0.04286,273.94,0.0013,0.0014,0
-0.00034729,1.3414e-05,0,-0.042847,273.94,0.0014,0.0014,0
-0.0003576,-1.0776e-05,0,-0.042834,273.94,0.0015,0.0014,0
-0.00036544,-2.8511e-05,0,-0.042821,273.94,0.0016,0.0014,0
-0.0003712,-4.1072e-05,0,-0.042808,273.94,0.0017,0.0014,0
-0.00037525,-4.9541e-05,0,-0.042795,273.94,0.0018,0.0014,0
-0.00037791,-5.4805e-05,0,-0.042782,273.94,0.0019,0.0014,0
-0.00037949,-5.758e-05,0,-0.042769,273.94,0.002,0.0014,0
-0.00038023,-5.8438e-05,0,-0.042756,273.94,0.0021,0.0014,0
-0.00038036,-5.7825e-05,0,-0.042744,273.93,0.0022,0.0014,0
-0.00038007,-5.6093e-05,0,-0.042731,273.93,0.0023,0.0014,0
-0.00037954,-5.3512e-05,0,-0.042718,273.92,0.0024,0.0014,0
-0.00037891,-5.0294e-05,0,-0.042706,273.92,0.0025,0.0014,0
-0.00037829,-4.6601e-05,0,-0.042695,273.92,0.0026,0.0014,0
-0.00037781,-4.2559e-05,0,-0.042683,273.91,0.0027,0.0014,0
-0.00037753,-3.8269e-05,0,-0.042673,273.91,0.0028,0.0014,0
-0.00037753,-3.381e-05,0,-0.042662,273.9,0.0029,0.0014,0
-0.00037786,-2.9247e-05,0,-0.042652,273.9,0.003,0.0014,0
-0.00037856,-2.4635e-05,0,-0.042642,273.89,0.0031,0.0014,0
-0.00037965,-2.0025e-05,0,-0.042632,273.89,0.0032,0.0014,0
-0.00038116,-1.5468e-05,0,-0.042623,273.89,0.0033,0.0014,0
-0.00038307,-1.1012e-05,0,-0.042614,273.88,0.0034,0.0014,0
-0.0003854,-6.7115e-06,0,-0.042604,273.88,0.0035,0.0014,0
-0.00038811,-2.6243e-06,0,-0.042595,273.88,0.0036,0.0014,0
-0.00039119,1.1892e-06,0,-0.042586,273.87,0.0037,0.0014,0
-0.0003946,4.6665e-06,0,-0.042576,273.87,0.0038,0.0014,0
-0.00039832,7.7459e-06,0,-0.042566,273.87,0.0039,0.0014,0
-0.00040227,1.037e-05,0,-0.042555,273.86,0.004,0.0014,0
-0.00040643,1.249e-05,0,-0.042544,273.86,0.0041,0.0014,0
-0.00041072,1.4067e-05,0,-0.042531,273.86,0.0042,0.0014,0
-0.00041509,1.5081e-05,0,-0.042518,273.85,0.0043,0.0014,0
-0.00041948,1.5528e-05,0,-0.042504,273.85,0.0044,0.0014,0
-0.0004238,1.5424e-05,0,-0.042489,273.85,0.0045,0.0014,0
-0.00042802,1.4808e-05,0,-0.042473,273.85,0.0046,0.0014,0
-0.00043205,1.3736e-05,0,-0.042456,273.84,0.0047,0.0014,0
-0.00043585,1.2282e-05,0,-0.042438,273.84,0.0048,0.0014,0
-0.00043936,1.0536e-05,0,-0.042419,273.84,0.0049,0.0014,0
-0.00044253,8.595e-06,0,-0.042399,273.84,0.005,0.0014,0
-0.00044533,6.562e-06,0,-0.042379,273.83,0.0051,0.0014,0
-0.00044773,4.5392e-06,0,-0.042359,273.83,0.0052,0.0014,0
-0.00044969,2.6234e-06,0,-0.042338,273.83,0.0053,0.0014,0
-0.0004512,9.0145e-07,0,-0.042317,273.83,0.0054,0.0014,0
-0.00045225,-5.5348e-07,0,-0.042297,273.83,0.0055,0.0014,0
-0.00045284,-1.6843e-06,0,-0.042277,273.83,0.0056,0.0014,0
-0.00045298,-2.4517e-06,0,-0.042257,273.83,0.0057,0.0014,0
-0.00045266,-2.8343e-06,0,-0.042238,273.83,0.0058,0.0014,0
-0.00045192,-2.8284e-06,0,-0.042219,273.83,0.0059,0.0014,0
-0.00045079,-2.4459e-06,0,-0.042201,273.83,0.006,0.0014,0
-0.0004493,-1.712e-06,0,-0.042184,273.83,0.0061,0.0014,0
-0.00044749,-6.6189e-07,0,-0.042168,273.83,0.0062,0.0014,0
-0.00044541,6.6285e-07,0,-0.042153,273.84,0.0063,0.0014,0
-0.00044312,2.2184e-06,0,-0.042138,273.84,0.0064,0.0014,0
-0.00044067,3.9626e-06,0,-0.042124,273.84,0.0065,0.0014,0
-0.00043812,5.8592e-06,0,-0.04211,273.84,0.0066,0.0014,0
-0.00043551,7.8808e-06,0,-0.042097,273.84,0.0067,0.0014,0
-0.00043292,1.0011e-05,0,-0.042083,273.84,0.0068,0.0014,0
-0.00043036,1.2246e-05,0,-0.04207,273.84,0.0069,0.0014,0
-0.0004279,1.4591e-05,0,-0.042057,273.84,0.007,0.0014,0
-0.00042554,1.7058e-05,0,-0.042044,273.84,0.0071,0.0014,0
-0.00042332,1.9659e-05,0,-0.042031,273.84,0.0072,0.0014,0
-0.00042125,2.2394e-05,0,-0.042017,273.83,0.0073,0.0014,0
-0.00041933,2.5238e-05,0,-0.042003,273.83,0.0074,0.0014,0
-0.00041755,2.8122e-05,0,-0.041989,273.83,0.0075,0.0014,0
-0.00041589,3.0914e-05,0,-0.041974,273.83,0.0076,0.0014,0
-0.00041432,3.3399e-05,0,-0.041959,273.83,0.0077,0.0014,0
-0.00041279,3.5253e-05,0,-0.041943,273.83,0.0078,0.0014,0
-0.00041122,3.6025e-05,0,-0.041927,273.83,0.0079,0.0014,0
-0.00040952,3.5118e-05,0,-0.04191,273.83,0.008,0.0014,0
-0.00040754,3.1784e-05,0,-0.041893,273.84,0.0081,0.0014,0
-0.00040511,2.5123e-05,0,-0.041874,273.84,0.0082,0.0014,0
-0.000402,1.41e-05,0,-0.041854,273.84,0.0083,0.0014,0
-0.00039791,-2.4164e-06,0,-0.041832,273.85,0.0084,0.0014,0
-0.00039248,-2.5594e-05,0,-0.041808,273.85,0.0085,0.0014,0
-0.00038528,-5.6542e-05,0,-0.041783,273.85,0.0086,0.0014,0
-0.00037583,-9.6181e-05,0,-0.041757,273.85,0.0087,0.0014,0
-0.00036358,-0.00014508,0,-0.041729,273.84,0.0088,0.0014,0
-0.00034797,-0.00020321,0,-0.041702,273.83,0.0089,0.0014,0
-0.00032844,-0.00026974,0,-0.041677,273.82,0.009,0.0014,0
-0.00030449,-0.00034267,0,-0.041654,273.8,0.0091,0.0014,0
-0.0002758,-0.00041851,0,-0.041637,273.76,0.0092,0.0014,0
-0.00024229,-0.00049198,0,-0.041624,273.72,0.0093,0.0014,0
-0.0002043,-0.00055558,0,-0.041616,273.67,0.0094,0.0014,0
-0.00016274,-0.00059943,0,-0.04161,273.6,0.0095,0.0014,0
-0.00011933,-0.00061103,0,-0.041604,273.53,0.0096,0.0014,0
-7.6735e-05,-0.00057529,0,-0.041594,273.44,0.0097,0.0014,0
-3.8899e-05,-0.00047482,0,-0.041582,273.35,0.0098,0.0014,0
-1.1056e-05,-0.00029012,0,-0.041592,273.25,0.0099,0.0014,0
0,0,0,-0.041662,273.15,0.01,0.0014,0
0,0,0,-0.041841,275.15,0,0.0015,0
-3.6954e-06,0.00041827,0,-0.041947,274.93,0.0001,0.0015,0
-1.533e-05,0.00065431,0,-0.042085,274.71,0.0002,0.0015,0
-3.4763e-05,0.00075354,0,-0.042181,274.51,0.0003,0.0015,0
-6.0642e-05,0.00075713,0,-0.042216,274.34,0.0004,0.0015,0
-9.1205e-05,0.00070019,0,-0.042208,274.2,0.0005,0.0015,0
-0.00012419,0.00061048,0,-0.042179,274.1,0.0006,0.0015,0
-0.00015755,0.00050809,0,-0.042143,274.03,0.0007,0.0015,0
-0.00018959,0.00040617,0,-0.04211,273.99,0.0008,0.0015,0
-0.00021912,0.00031239,0,-0.042082,273.96,0.0009,0.0015,0
-0.00024544,0.00023044,0,-0.04206,273.95,0.001,0.0015,0
-0.00026823,0.00016148,0,-0.042043,273.95,0.0011,0.0015,0
-0.0002875,0.0001051,0,-0.042029,273.95,0.0012,0.0015,0
-0.00030344,6.0131e-05,0,-0.042018,273.96,0.0013,0.0015,0
-0.00031635,2.5046e-05,0,-0.042008,273.96,0.0014,0.0015,0
-0.00032661,-1.7232e-06,0,-0.041999,273.96,0.0015,0.0015,0
-0.00033457,-2.1649e-05,0,-0.041991,273.96,0.0016,0.0015,0
-0.00034061,-3.6038e-05,0,-0.041983,273.96,0.0017,0.0015,0
-0.00034504,-4.6001e-05,0,-0.041974,273.96,0.0018,0.0015,0
-0.00034817,-5.2462e-05,0,-0.041966,273.96,0.0019,0.0015,0
-0.00035028,-5.6171e-05,0,-0.041958,273.96,0.002,0.0015,0
-0.00035159,-5.773e-05,0,-0.04195,273.96,0.0021,0.0015,0
-0.00035233,-5.7615e-05,0,-0.041942,273.95,0.0022,0.0015,0
-0.00035267,-5.6202e-05,0,-0.041934,273.95,0.0023,0.0015,0
-0.00035278,-5.3787e-05,0,-0.041927,273.95,0.0024,0.0015,0
-0.0003528,-5.0602e-05,0,-0.04192,273.94,0.0025,0.0015,0
-0.00035285,-4.6829e-05,0,-0.041913,273.94,0.0026,0.0015,0
-0.00035303,-4.2615e-05,0,-0.041906,273.94,0.0027,0.0015,0
-0.00035343,-3.8076e-05,0,-0.0419,273.93,0.0028,0.0015,0
-0.00035412,-3.3307e-05,0,-0.041895,273.93,0.0029,0.0015,0
-0.00035514,-2.8389e-05,0,-0.041889,273.92,0.003,0.0015,0
-0.00035653,-2.3392e-05,0,-0.041884,273.92,0.0031,0.0015,0
-0.00035832,-1.8379e-05,0,-0.041878,273.92,0.0032,0.0015,0
-0.00036052,-1.341e-05,0,-0.041873,273.91,0.0033,0.0015,0
-0.00036312,-8.547e-06,0,-0.041868,273.91,0.0034,0.0015,0
-0.00036612,-3.8524e-06,0,-0.041863,273.91,0.0035,0.0015,0
-0.0003695,6.0758e-07,0,-0.041857,273.9,0.0036,0.0015,0
-0.00037322,4.7641e-06,0,-0.041852,273.9,0.0037,0.0015,0
-0.00037726,8.5472e-06,0,-0.041845,273.9,0.0038,0.0015,0
-0.00038157,1.1888e-05,0,-0.041838,273.9,0.0039,0.0015,0
-0.0003861,1.4724e-05,0,-0.04183,273.89,0.004,0.0015,0
-0.0003908,1.7e-05,0,-0.041822,273.89,0.0041,0.0015,0
-0.00039562,1.8674e-05,0,-0.041812,273.89,0.0042,0.0015,0
-0.00040049,1.9723e-05,0,-0.041802,273.89,0.0043,0.0015,0
-0.00040536,2.0143e-05,0,-0.04179,273.88,0.0044,0.0015,0
-0.00041016,1.9949e-05,0,-0.041777,273.88,0.0045,0.0015,0
-0.00041484,1.9182e-05,0,-0.041763,273.88,0.0046,0.0015,0
-0.00041934,1.7902e-05,0,-0.041747,273.88,0.0047,0.0015,0
-0.00042361,1.6187e-05,0,-0.041731,273.87,0.0048,0.0015,0
-0.00042759,1.4131e-05,0,-0.041713,273.87,0.0049,0.0015,0
-0.00043125,1.1837e-05,0,-0.041695,273.87,0.005,0.0015,0
-0.00043454,9.4144e-06,0,-0.041676,273.87,0.0051,0.0015,0
-0.00043742,6.9701e-06,0,-0.041657,273.87,0.0052,0.0015,0
-0.00043988,4.6072e-06,0,-0.041637,273.86,0.0053,0.0015,0
-0.00044187,2.4184e-06,0,-0.041617,273.86,0.0054,0.0015,0
-0.00044337,4.8338e-07,0,-0.041597,273.86,0.0055,0.0015,0
-0.00044438,-1.1341e-06,0,-0.041577,273.86,0.0056,0.0015,0
-0.00044487,-2.3874e-06,0,-0.041557,273.86,0.0057,0.0015,0
-0.00044484,-3.2472e-06,0,-0.041538,273.87,0.0058,0.0015,0
-0.0004443,-3.7009e-06,0,-0.041519,273.87,0.0059,0.0015,0
-0.00044326,-3.7517e-06,0,-0.041501,273.87,0.006,0.0015,0
-0.00044175,-3.4156e-06,0,-0.041483,273.87,0.0061,0.0015,0
-0.0004398,-2.7196e-06,0,-0.041466,273.87,0.0062,0.0015,0
-0.00043745,-1.6978e-06,0,-0.04145,273.87,0.0063,0.0015,0
-0.00043477,-3.885e-07,0,-0.041435,273.88,0.0064,0.0015,0
-0.00043182,1.17e-06,0,-0.04142,273.88,0.0065,0.0015,0
-0.00042865,2.9424e-06,0,-0.041406,273.88,0.0066,0.0015,0
-0.00042534,4.8999e-06,0,-0.041393,273.88,0.0067,0.0015,0
-0.00042196,7.0225e-06,0,-0.04138,273.88,0.0068,0.0015,0
-0.00041856,9.2996e-06,0,-0.041367,273.88,0.0069,0.0015,0
-0.00041521,1.1729e-05,0,-0.041354,273.88,0.007,0.0015,0
-0.00041195,1.4315e-05,0,-0.041342,273.88,0.0071,0.0015,0
-0.00040881,1.7058e-05,0,-0.041329,273.88,0.0072,0.0015,0
-0.00040582,1.9947e-05,0,-0.041317,273.88,0.0073,0.0015,0
-0.00040299,2.2945e-05,0,-0.041304,273.88,0.0074,0.0015,0
-0.00040033,2.5972e-05,0,-0.041291,273.88,0.0075,0.0015,0
-0.0003978,2.8884e-05,0,-0.041278,273.88,0.0076,0.0015,0
-0.0003954,3.1446e-05,0,-0.041264,273.88,0.0077,0.0015,0
-0.00039305,3.3318e-05,0,-0.04125,273.88,0.0078,0.0015,0
-0.0003907,3.4023e-05,0,-0.041235,273.88,0.0079,0.0015,0
-0.00038824,3.2934e-05,0,-0.04122,273.88,0.008,0.0015,0
-0.00038555,2.9267e-05,0,-0.041204,273.88,0.0081,0.0015,0
-0.00038246,2.2075e-05,0,-0.041187,273.89,0.0082,0.0015,0
-0.00037875,1.0272e-05,0,-0.041169,273.89,0.0083,0.0015,0
-0.00037416,-7.3347e-06,0,-0.041149,273.89,0.0084,0.0015,0
-0.00036838,-3.1974e-05,0,-0.041129,273.9,0.0085,0.0015,0
-0.00036101,-6.4818e-05,0,-0.041107,273.9,0.0086,0.0015,0
-0.00035162,-0.00010685,0,-0.041084,273.9,0.0087,0.0015,0
-0.00033973,-0.00015866,0,-0.041061,273.89,0.0088,0.0015,0
-0.00032482,-0.00022026,0,-0.041039,273.88,0.0089,0.0015,0
-0.00030638,-0.00029078,0,-0.04102,273.86,0.009,0.0015,0
-0.00028394,-0.00036811,0,-0.041004,273.84,0.0091,0.0015,0
-0.00025717,-0.00044859,0,-0.040994,273.81,0.0092,0.0015,0
-0.00022599,-0.0005266,0,-0.040989,273.76,0.0093,0.0015,0
-0.00019066,-0.00059419,0,-0.040988,273.7,0.0094,0.0015,0
-0.00015199,-0.00064082,0,-0.040988,273.64,0.0095,0.0015,0
-0.00011155,-0.00065312,0,-0.040984,273.55,0.0096,0.0015,0
-7.1802e-05,-0.00061492,0,-0.040972,273.46,0.0097,0.0015,0
-3.6436e-05,-0.00050759,0,-0.040952,273.36,0.0098,0.0015,0
-1.0365e-05,-0.00031018,0,-0.04095,273.26,0.0099,0.0015,0
0,0,0,-0.041009,273.15,0.01,0.0015,0
0,0,0,-0.040994,275.15,0,0.0016,0
-2.9591e-06,0.00042513,0,-0.041095,274.93,0.0001,0.0016,0
-1.2599e-05,0.00066868,0,-0.041232,274.72,0.0002,0.0016,0
-2.9138e-05,0.00077485,0,-0.041329,274.53,0.0003,0.0016,0
-5.1596e-05,0.00078392,0,-0.041366,274.35,0.0004,0.0016,0
-7.8557e-05,0.0007305,0,-0.041357,274.22,0.0005,0.0016,0
-0.00010804,0.00064227,0,-0.041326,274.12,0.0006,0.0016,0
-0.00013818,0.00053951,0,-0.041289,274.05,0.0007,0.0016,0
-0.00016742,0.00043582,0,-0.041253,274,0.0008,0.0016,0
-0.00019458,0.00033932,0,-0.041224,273.98,0.0009,0.0016,0
-0.00021897,0.00025417,0,-0.041201,273.97,0.001,0.0016,0
-0.00024024,0.00018184,0,-0.041184,273.97,0.0011,0.0016,0
-0.00025836,0.00012219,0,-0.041172,273.97,0.0012,0.0016,0
-0.00027346,7.4176e-05,0,-0.041162,273.97,0.0013,0.0016,0
-0.00028582,3.6372e-05,0,-0.041155,273.97,0.0014,0.0016,0
-0.00029575,7.2341e-06,0,-0.041149,273.98,0.0015,0.0016,0
-0.00030358,-1.4712e-05,0,-0.041144,273.98,0.0016,0.0016,0
-0.00030965,-3.0789e-05,0,-0.041139,273.98,0.0017,0.0016,0
-0.00031424,-4.2138e-05,0,-0.041135,273.98,0.0018,0.0016,0
-0.00031765,-4.9711e-05,0,-0.04113,273.98,0.0019,0.0016,0
-0.00032011,-5.4289e-05,0,-0.041126,273.98,0.002,0.0016,0
-0.00032185,-5.6499e-05,0,-0.041123,273.98,0.0021,0.0016,0
-0.00032307,-5.6845e-05,0,-0.041119,273.98,0.0022,0.0016,0
-0.00032393,-5.5724e-05,0,-0.041115,273.97,0.0023,0.0016,0
-0.0003246,-5.3453e-05,0,-0.041112,273.97,0.0024,0.0016,0
-0.0003252,-5.0283e-05,0,-0.04111,273.97,0.0025,0.0016,0
-0.00032586,-4.6416e-05,0,-0.041107,273.96,0.0026,0.0016,0
-0.00032667,-4.2015e-05,0,-0.041105,273.96,0.0027,0.0016,0
-0.00032771,-3.7215e-05,0,-0.041103,273.96,0.0028,0.0016,0
-0.00032905,-3.2128e-05,0,-0.041101,273.95,0.0029,0.0016,0
-0.00033074,-2.685e-05,0,-0.0411,273.95,0.003,0.0016,0
-0.0003328,-2.1464e-05,0,-0.041099,273.95,0.0031,0.0016,0
-0.00033526,-1.6048e-05,0,-0.041097,273.95,0.0032,0.0016,0
-0.00033813,-1.0674e-05,0,-0.041096,273.94,0.0033,0.0016,0
-0.00034139,-5.4145e-06,0,-0.041094,273.94,0.0034,0.0016,0
-0.00034503,-3.4137e-07,0,-0.041093,273.94,0.0035,0.0016,0
-0.00034902,4.4705e-06,0,-0.04109,273.93,0.0036,0.0016,0
-0.00035333,8.9448e-06,0,-0.041087,273.93,0.0037,0.0016,0
